lat long
-15.1701113594752 111.17156321835171
7.855067125203831 120.18135689662358
4.596245819938645 107.92897805846286
0.5020182541264546 100.53851648073794
-15.462245310082437 107.54384375590223
2.851044877503739 97.59314489550326
-7.627018508311892 110.67715198928522
-6.173027292460887 109.99052224523541
34.73776520701128 136.38101907539078
39.65227428356779 127.62198567219195
39.10781054174247 125.04584907579749
35.72422473374091 116.21658644180445
33.33492306721533 113.00239448972576
35.99418311894391 115.98674988313206
30.938567513786197 117.66579466331035
41.80281651369738 124.62696075090776
36.8580400470052 112.42107191280593
27.84562917101919 104.47446170239863
26.976603725153176 109.7522967187358
18.363794199760832 106.65613536237157
13.705366500248445 94.10535088610715
22.43802057728118 106.63996005267967
29.705083437873412 119.07311098147676
26.731921545455265 121.16542076032323
19.116677044155637 114.38914922666481
30.51871238513302 117.19042068024049
27.262779207761326 112.2650687672064
25.560651432056304 113.04847756989977
12.389921802189335 113.40795157223738
29.457284019584996 127.13559746022031
35.089289679759446 106.35616850640093
45.504947089831326 113.11626726159938
20.618249382884414 111.04298851408305
-28.764221738827572 30.241556086053322
4.4724545086185685 77.36128048160066
8.102501127086754 78.37753834649084
-6.344734116881185 80.98726318040332
-10.3860486018566 28.46002616094907
-13.358859871732932 35.58522167639043
-4.636964351458062 33.884125313497094
2.349839382178587 41.385386557723535
-6.986287479210645 24.81142626895462
-19.316470419958037 31.120621907180777
-1.5369085729957703 57.702423276405796
8.050564304141375 9.082436123264756
-2.7601506656219357 12.058282038228185
-10.65092019964888 22.899479538401494
-0.1038092849835266 3.706462453200345
6.207869018790717 7.488012981569483
1.4233185321101587 -2.6764272229762014
5.795602648548822 4.628236294771085
-22.710134251943956 -31.64496527888096
-3.9129980669475515 -3.9631222358242155
26.29361994895998 31.270228854933436
25.400205315455395 44.860126846388425
32.23297109664814 42.646940932186965
40.58261893395727 39.27315784041386
32.86728787607079 30.707007656360958
24.65567430274058 35.675063330977
49.89996577150015 30.09223204499301
15.160462933015737 72.60565837500877
19.661207099621492 72.94235163475068
29.457819395073763 74.35626225348207
26.09475309757581 75.30521266715573
24.24156690056796 72.8345787814192
15.169855826919644 71.44035275906239
23.253480693909694 84.63430851633956
22.007461334850902 87.85290056569664
21.163386462469845 89.20486811375588
19.181225769250446 87.79895822664014
20.96124840101824 90.9277416271151
19.329060884622308 85.40295740870823
15.952264456212077 76.06804665372971
17.82694851762983 78.81208547815862
16.530110331313765 83.5244224699955
23.1950356364557 84.16793208397007
24.287875755912168 81.48174386809256
27.15248690746529 77.7550216754342
24.01788413363768 78.3131674180463
21.932874516860295 78.2284351528549
30.87379307523654 89.28086129319627
31.258739047124237 75.1903303364927
38.362058361510655 75.13975903892367
27.316511072153773 81.23908392955684
55.638309255523126 39.68700849877857
17.227948010120016 92.23572713039152
45.29010944430354 36.622593243099544
50.86784741939078 6.287293505378955
57.90843536667259 12.387014715269572
63.71501625456405 -8.634975368556354
50.082927421071155 10.955159489401467
44.36773918123072 23.188687341429926
41.53911074245878 4.42752301935576
36.133935709762646 -4.184676622813129
39.86671659788865 6.42725385993549
45.37948402618907 20.14318633828171
68.77391299765652 54.38048283271246
36.56283304364485 -71.01881786367375
31.443237405227613 -79.53698476265487
13.24159918815117 -99.7785924258132
22.29172319784378 -98.08077536615156
36.160234354137735 -85.49654540370099
25.074543753963496 -80.46273180228286
-0.6408650605129793 -69.75220569628733
-11.784404084412387 -61.06928284485615
-35.69962035520392 -47.55636447623857
-31.23156867416455 -46.874496628908076
8.631145105249828 -90.17500343027648
-7.866728609660996 -54.22409732769508
49.2142334918153 -116.49808704756316
51.05312190289499 -84.92041607998756
-24.830722019676045 157.02900559670343
-75.35417218874139 152.38829889438267
