lat long
57.59615384615385 107.7833333333333
55.769230769230774 18.60833333333335
54.68269230769231 -2.6333333333333258
52.69230769230769 -3.808333333333337
51.5 36.508333333333326
50.13461538461539 12.908333333333331
48.42307692307692 26.78333333333333
44.16346153846154 27.316666666666634
41.97115384615385 -71.11666666666666
41.57692307692308 22.166666666666686
40.20192307692307 14.208333333333343
40.06730769230769 123.61666666666667
39.16346153846154 116.09166666666664
39.04807692307693 122.82499999999999
35.78846153846154 105.99166666666667
35.269230769230774 3.5916666666666686
35.21153846153847 -119.56666666666666
35.11538461538461 42.93333333333334
34.61538461538461 8.208333333333343
34.567307692307686 6.6833333333333655
34.11538461538461 139.61666666666667
33.91346153846154 119.51666666666665
33.81730769230769 113.76666666666665
33.80769230769231 108.29999999999995
33.71153846153846 129.125
33.22115384615385 113.61666666666667
33.19230769230769 40.625
32.932692307692314 108.23333333333329
32.77884615384616 -83.31666666666666
31.855769230769226 71.6583333333333
31.230769230769226 36
31.153846153846153 112.5
30.02884615384616 36.09166666666667
29.971153846153847 118.55833333333334
29.230769230769226 75.525
29.13461538461538 27.366666666666646
28.46153846153846 121.15833333333336
28.20192307692308 71.16666666666666
28.125 111.14166666666671
28.009615384615387 77.2833333333333
27.903846153846153 71.41666666666666
27.817307692307693 111.92500000000001
27.096153846153847 106.29166666666669
25.961538461538453 57.68333333333334
25.663461538461533 108.33333333333331
24.92307692307692 111.51666666666665
24.384615384615387 116.28333333333336
23.72115384615384 88.09999999999997
23.64423076923076 80.99166666666667
23.480769230769226 78.10833333333335
23.45192307692308 82.42500000000001
23.307692307692307 90.29166666666669
23.04807692307692 88.88333333333333
22.97115384615384 83.07499999999999
22.557692307692307 -103.425
22.336538461538467 117.76666666666665
21.663461538461547 91.05000000000001
21.48076923076924 68.29166666666666
20.663461538461533 88.27500000000003
20.663461538461533 89.06666666666666
20.509615384615387 90.55000000000001
20.480769230769226 90.52499999999998
20.32692307692308 116.29166666666669
20.259615384615387 116.65000000000003
20.067307692307693 120.15833333333336
19.519230769230774 114.08333333333331
19.02884615384616 114.14166666666665
18.625 -100.96666666666667
18.625 82.30000000000001
17.961538461538453 85.75833333333333
17.663461538461533 70.44999999999999
17.307692307692307 105.78333333333336
15.509615384615387 -72.34166666666667
15.375 76.64999999999998
14.884615384615387 75.06666666666666
14.105769230769226 76.93333333333334
13.865384615384613 -77.5
13.20192307692308 80.55833333333334
12.711538461538467 104.35000000000002
12.307692307692307 74.525
11.740384615384613 76.76666666666665
11.54807692307692 32.34166666666667
10.5 76.36666666666667
9.692307692307693 120.99166666666667
9.51923076923076 120.90833333333336
8.961538461538453 100.55000000000001
8.855769230769226 77.13333333333333
8.134615384615387 -4.758333333333326
7.711538461538467 -7.925000000000011
7.42307692307692 120.98333333333329
6.903846153846146 24.133333333333326
6.557692307692307 8.199999999999989
5.894230769230774 76.96666666666664
5.307692307692307 104.9666666666667
4.663461538461547 -69.24166666666666
4.067307692307693 -84.32499999999999
3.5673076923076934 7.324999999999989
3.4711538461538396 38.76666666666668
3.3942307692307736 -73.30833333333334
2.8461538461538396 -13.233333333333348
2.211538461538467 -63.58333333333333
1.8653846153846132 6.23333333333332
1.1346153846153868 38.04999999999998
0.5 2.691666666666663
-2.615384615384613 98.69999999999999
-4.461538461538467 -72.69999999999999
-5.692307692307693 97.67500000000001
-5.894230769230774 35.116666666666674
-6.278846153846146 31.75
-7.29807692307692 31.40833333333333
-8.076923076923066 100.41666666666669
-8.57692307692308 36.96666666666667
-9.90384615384616 -79.46666666666667
-10.92307692307692 105.4666666666667
-15.461538461538467 110.77500000000003
-16.375 26.366666666666646
-16.70192307692308 114.11666666666667
-21.221153846153854 -38.76666666666665
-21.384615384615387 -55.75
-23.04807692307692 50.05833333333334
-27.519230769230774 -63.099999999999994
-34.019230769230774 -46.416666666666686
-37.298076923076934 28.150000000000006
